0,0,34,0,0,0,0,0,3,0
0,0,0,4,0,0,0,0,2,20
0,7,0,0,0,0,0,9,13,0
0,0,0,0,0,2,0,38,0,0
1,0,0,0,33,0,0,0,0,0
0,0,0,0,0,0,0,0,0,22
0,0,0,0,0,0,0,14,10,0
0,0,0,0,6,0,0,23,0,0
0,0,0,0,25,0,0,0,0,0
0,21,0,0,0,0,0,0,0,0
0,0,27,0,0,0,0,0,0,0
0,0,0,22,0,0,0,0,6,0
12,0,2,0,0,0,0,26,0,0
0,0,0,0,0,0,0,0,0,29
40,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,18
0,0,0,0,0,0,0,0,26,0
0,0,0,33,0,0,0,0,0,8
0,12,0,12,0,0,0,2,0,1
0,2,1,0,0,0,0,0,0,17
0,0,0,0,0,0,0,0,0,46
0,0,0,0,0,0,0,0,30,0
0,0,0,19,0,0,0,0,0,0
0,0,0,0,0,37,0,0,0,0
0,0,0,6,0,0,0,20,0,1
0,0,0,13,0,0,1,0,0,0
0,0,0,19,0,0,0,0,0,0
5,0,0,15,0,0,0,0,2,0
0,0,0,0,0,0,1,21,0,1
0,35,0,0,0,3,0,0,0,0
0,0,0,0,0,0,0,0,0,34
3,10,0,0,5,0,0,0,2,0
0,0,26,0,0,0,0,0,0,0
0,0,0,20,0,0,0,0,0,0
36,0,0,0,0,0,0,0,5,0
0,0,0,0,30,0,12,0,2,0
0,26,0,0,0,0,0,0,0,0
0,0,0,0,8,30,0,0,4,0
25,0,0,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0,0,2
9,0,0,0,4,0,0,5,0,0
0,0,0,0,0,9,3,0,23,0
0,1,1,0,0,0,0,7,13,0
0,0,0,0,0,0,1,0,17,0
2,19,0,0,0,0,1,0,0,0
0,0,3,0,0,0,28,0,0,0
0,0,1,8,0,0,0,0,0,0
0,0,0,5,0,0,14,0,0,18
0,24,0,0,0,0,0,0,0,0
4,0,0,0,1,3,0,0,25,0
0,0,0,8,0,0,0,0,29,0
0,0,0,0,0,0,6,6,15,0
0,12,0,2,0,0,0,0,0,0
0,0,7,0,0,10,0,0,0,0
0,23,0,4,0,0,0,0,0,0
0,26,0,4,0,0,0,0,0,0
0,0,0,4,0,0,0,0,0,9
30,2,0,0,0,0,0,0,0,0
0,0,0,0,0,12,0,0,0,0
0,0,9,0,0,0,0,0,0,0
0,1,24,0,0,0,0,0,0,0
12,0,0,0,0,0,4,0,3,0
0,0,3,15,6,1,0,0,0,0
13,0,0,0,7,0,0,0,0,1
0,0,2,0,3,0,3,0,9,0
0,2,15,9,0,1,0,3,0,0
0,18,0,0,0,0,0,0,0,0
31,2,3,0,0,0,0,0,0,0
0,0,3,0,0,0,0,29,0,0
0,0,0,0,0,0,0,26,0,5
0,0,0,0,27,0,0,3,0,6
0,0,28,0,0,1,0,0,0,2
0,5,25,0,0,0,0,0,0,0
2,7,0,0,0,18,0,0,0,0
0,0,0,0,6,0,0,0,9,3
3,0,0,0,0,0,3,2,6,1
0,0,0,0,11,0,0,0,0,11
3,0,0,0,13,0,0,0,0,0
3,0,0,0,0,0,0,0,0,18
0,0,20,0,0,0,0,0,0,0
0,0,0,9,10,0,4,0,0,0
0,0,0,0,0,0,0,41,0,0
0,0,0,25,0,0,0,0,0,0
0,0,0,18,0,0,0,0,0,0
0,0,0,32,0,0,0,0,0,0
0,0,3,9,0,0,0,0,0,6
1,0,0,11,0,0,0,0,28,0
0,0,0,0,27,0,0,0,6,0
0,3,0,11,2,0,0,0,0,0
0,0,11,0,2,0,0,7,0,0
0,0,0,0,0,1,0,18,0,0
0,0,0,0,0,0,0,0,0,26
0,0,0,0,0,0,0,0,31,0
0,28,0,0,0,0,0,0,0,0
2,4,0,0,0,0,0,0,16,0
0,0,0,0,6,0,0,0,21,0
0,0,0,0,0,27,0,0,0,0
30,0,0,0,0,0,0,0,0,0
0,0,0,0,17,6,0,0,0,0
3,11,0,0,0,2,1,0,0,0
0,0,0,0,16,0,0,0,9,0
0,0,0,0,28,0,0,0,4,0
0,26,0,0,0,0,0,0,0,0
0,0,0,0,2,29,0,0,0,9
0,0,0,19,0,0,0,0,0,3
0,0,0,1,0,0,21,0,3,0
0,0,0,0,0,3,20,0,0,0
0,0,0,0,0,0,0,13,0,0
0,0,0,0,0,0,0,23,0,0
29,0,0,0,0,0,0,9,0,0
0,0,0,0,0,0,1,22,0,0
0,0,4,0,1,11,0,0,0,0
11,0,0,0,0,0,0,0,0,0
0,0,30,0,0,0,0,0,0,0
0,0,22,0,0,0,0,0,0,6
0,17,0,0,0,0,0,0,0,0
0,1,3,0,0,10,0,0,0,0
19,1,0,0,9,0,0,5,0,0
0,0,0,0,0,0,0,0,39,0
0,0,0,0,0,0,0,25,0,0
1,0,0,0,0,0,10,0,0,0
0,0,2,0,0,0,28,0,0,8
0,0,0,0,0,26,0,3,0,0
0,0,0,0,0,0,0,0,36,0
0,0,0,0,4,0,0,0,26,0
1,0,0,0,0,0,19,0,0,0
1,0,8,0,0,0,0,0,0,0
0,0,0,0,24,1,0,4,0,0
0,0,4,0,0,0,20,0,0,0
0,0,0,0,0,15,0,0,0,3
0,0,1,1,6,0,0,0,13,0
43,0,0,0,0,0,0,0,0,0
0,37,0,5,0,0,0,0,0,0
2,0,0,0,0,5,28,0,0,0
4,0,25,0,0,0,0,0,0,0
6,3,15,0,0,0,0,0,0,0
0,0,0,0,22,0,0,0,0,0
0,0,0,0,0,26,0,0,0,0
0,6,0,0,0,0,0,0,0,16
0,0,0,0,0,0,27,0,0,0
0,3,0,0,18,0,0,0,0,1
0,0,0,0,0,0,13,0,0,12
3,0,0,0,0,0,14,0,0,0
0,0,0,0,0,0,0,26,0,0
0,0,0,0,0,22,0,0,0,0
0,0,0,3,0,42,0,0,0,0
0,4,1,0,0,0,0,0,0,22
0,1,4,0,0,0,0,1,8,0
0,17,7,0,0,0,0,0,0,0
0,0,10,0,0,0,0,0,9,0
0,0,0,0,0,0,28,0,0,2
0,0,18,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0,0,27
0,0,0,0,0,0,0,1,20,0
0,0,0,0,0,0,20,8,0,0
0,0,0,0,0,0,0,0,26,0
0,0,0,0,0,18,0,0,0,0
0,0,0,0,0,0,0,0,0,22
0,0,0,4,0,0,0,0,24,0
1,0,0,0,0,1,0,18,0,0
0,0,0,0,0,2,5,0,13,0
2,0,0,17,0,0,0,0,0,0
0,3,0,0,0,25,0,0,0,0
0,0,0,0,0,24,0,0,0,0
0,0,21,0,0,0,0,0,0,0
0,0,30,0,0,0,0,0,0,0
25,0,0,0,0,0,0,0,0,0
0,11,0,0,0,0,0,0,0,0
0,0,14,11,0,0,0,0,0,0
1,1,0,0,18,0,15,0,0,0
0,0,9,0,0,0,16,0,0,0
0,6,0,0,5,0,7,0,0,0
0,2,0,13,6,0,0,0,0,0
0,0,0,0,12,0,0,10,0,0
32,0,0,0,0,0,0,0,0,0
0,1,0,0,0,3,0,0,16,0
1,0,0,0,0,0,28,0,2,0
10,0,0,0,8,0,0,0,0,1
3,0,0,0,0,0,0,0,33,0
1,11,15,1,0,0,0,0,0,0
0,0,19,0,0,0,0,0,0,0
0,0,0,19,0,0,0,0,0,0
0,0,0,4,0,0,0,1,16,0
23,1,0,0,0,3,0,0,0,0
0,0,0,0,0,21,0,0,0,0
0,0,43,0,3,0,0,0,0,0
0,10,0,0,0,0,0,0,18,0
0,0,0,1,27,0,0,0,0,0
0,0,0,0,0,22,0,0,2,10
0,0,0,0,0,0,0,0,3,18
0,1,0,0,0,0,0,14,0,4
5,0,6,0,0,0,0,0,0,14
0,0,12,0,0,0,0,0,4,0
0,13,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,35
0,0,0,11,0,0,7,6,0,0
0,1,0,0,0,0,0,11,10,0
0,0,0,3,1,0,2,0,0,15
12,0,0,0,0,0,22,0,0,0
0,0,1,0,0,0,0,2,0,15
