0,4,0,0,0,0,0,0,0,0
0,0,0,0,0,0,160,0,0,0
0,0,0,0,0,0,0,1,0,0
0,0,0,0,0,3,0,0,0,0
0,0,0,0,0,0,1,0,0,0
0,32,0,0,0,0,0,0,0,0
0,0,0,5,0,0,0,0,0,0
0,0,0,0,0,4,0,0,0,0
2,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,7,0,0,0
122,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,44
0,0,0,84,0,0,0,0,0,0
0,0,0,0,21,0,0,0,0,0
0,16,0,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0,0,0
102,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,2,0,0
0,0,0,0,0,0,0,2,0,0
0,0,23,0,0,0,52,0,0,0
0,0,0,0,0,10,0,0,0,0
0,273,0,0,0,0,0,0,0,4
0,0,0,0,0,424,0,0,0,0
0,157,0,0,0,0,0,0,0,0
0,0,0,2,0,0,0,0,0,0
0,0,0,0,52,0,0,286,0,0
0,0,0,0,6,0,0,0,0,0
0,0,0,0,0,4,0,0,0,0
0,2,0,0,0,0,0,0,0,0
0,16,0,0,0,0,0,0,0,0
0,43,0,0,0,0,0,8,0,0
0,0,0,0,0,0,160,0,0,0
0,0,0,0,9,0,0,0,0,0
0,0,0,0,0,0,0,31,0,0
0,0,142,1,0,0,0,0,0,0
0,0,0,0,0,0,49,0,0,0
0,0,0,0,0,42,0,0,0,0
0,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,6,0,0
0,0,0,0,0,0,0,4,0,0
0,0,145,0,0,0,0,0,0,0
0,0,0,3,0,0,0,0,0,0
0,0,2,0,0,0,0,0,0,0
0,0,36,0,0,0,0,0,0,0
0,1,0,0,0,0,0,52,0,0
0,0,0,0,3,0,0,0,0,0
0,0,0,0,0,27,52,0,0,0
0,0,0,0,0,0,0,0,64,0
0,0,3,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,103,0
0,0,0,0,0,1,0,0,0,0
46,0,2,0,0,0,0,0,0,0
0,0,0,91,0,0,0,0,0,0
0,0,53,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0,0,0
0,0,0,0,0,0,38,0,0,0
0,0,0,36,0,0,0,0,8,0
0,0,0,0,5,0,0,0,0,0
135,37,0,0,0,0,0,0,0,0
0,0,63,355,0,0,0,0,0,0
0,0,0,0,0,1,0,0,0,0
0,8,0,0,0,0,0,0,28,0
0,0,0,0,0,0,3,11,0,0
0,0,0,0,0,0,0,0,90,0
0,0,1,0,0,0,0,2,0,0
0,0,0,0,0,0,0,2,0,0
0,0,0,0,474,0,0,5,0,7
10,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,58,0,0
0,0,0,0,0,0,0,0,39,20
0,0,0,0,0,0,46,0,0,0
0,0,0,0,0,0,0,0,42,0
0,0,0,0,0,0,0,61,0,1
3,0,0,0,0,0,0,0,5,0
2,0,0,0,0,0,0,0,0,0
0,0,0,0,0,3,0,0,0,0
71,0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,6,0,0
27,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,14
0,0,0,0,21,0,0,0,0,0
0,0,0,5,0,0,0,0,0,0
1,0,0,0,0,0,11,0,0,0
0,0,2,0,0,0,0,0,0,0
0,0,1,0,0,0,3,0,0,0
0,0,0,0,0,5,0,0,0,0
0,0,0,0,0,33,0,0,0,0
47,0,0,0,0,0,0,0,0,0
0,0,0,5,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,17
0,0,0,0,0,0,9,0,0,0
0,0,16,0,0,0,0,0,184,451
15,0,0,0,0,0,0,0,0,0
0,0,0,0,0,28,0,0,1,0
0,0,43,0,0,7,0,0,0,0
0,0,0,5,0,0,0,0,0,0
0,0,0,0,0,0,0,0,29,0
0,0,0,1,0,0,0,0,0,0
0,0,58,0,0,0,0,0,0,38
0,0,0,0,0,0,0,54,0,0
