1,5,0,0,0,0,0,0,0,0
0,0,9,4,0,0,17,1,8,0
0,2,0,0,0,0,29,0,10,0
2,4,0,0,1,0,0,0,0,0
0,2,0,0,0,0,1,0,0,0
7,0,0,0,0,21,0,0,5,0
0,0,0,0,0,0,0,1,0,0
0,6,0,21,1,1,1,0,5,6
0,1,0,0,3,0,0,0,0,0
15,0,0,0,0,0,18,14,0,2
117,0,1,0,31,0,2,10,24,9
0,3,0,0,0,0,0,0,0,0
1,0,0,0,0,0,7,0,2,0
0,1,0,0,0,0,0,0,1,0
2,0,0,0,0,0,0,0,25,0
0,0,2,0,1,0,1,0,0,0
0,0,0,0,0,1,0,0,0,0
1,0,0,0,0,4,9,3,4,4
2,0,2,7,0,0,0,1,0,9
0,3,8,0,4,50,3,6,43,0
9,9,0,0,1,0,11,0,2,1
6,0,0,1,2,18,0,15,0,0
0,3,0,0,0,0,0,0,0,0
41,11,4,0,27,3,0,0,2,1
4,12,0,1,0,0,0,0,0,1
0,0,13,0,0,0,0,0,0,1
0,0,0,2,0,2,3,0,2,0
1,0,0,0,0,0,1,0,0,0
0,0,3,2,0,0,0,0,0,0
2,6,0,10,0,6,1,0,42,2
0,2,2,0,0,0,0,0,1,0
1,1,0,1,0,0,0,0,0,0
0,12,1,1,29,0,0,1,0,0
0,0,1,0,5,0,4,0,0,0
0,1,0,0,2,0,0,4,0,4
1,0,0,0,0,0,1,0,2,0
1,29,42,7,2,0,0,0,0,1
21,0,0,6,0,1,23,3,1,0
0,1,0,0,0,5,0,0,0,0
0,0,0,0,0,0,0,0,0,3
1,0,0,3,4,12,0,0,0,0
1,0,0,0,0,0,0,0,0,2
12,26,5,0,2,0,0,30,0,9
0,0,0,0,1,0,0,0,15,1
3,0,0,8,3,1,1,1,0,7
0,0,0,0,1,1,0,0,0,0
0,0,0,1,0,0,0,0,0,0
0,1,2,2,7,0,0,4,0,0
1,0,0,0,0,0,0,0,0,0
0,0,2,2,38,0,0,3,5,0
0,0,30,0,4,0,0,0,11,2
1,0,0,0,1,1,0,0,0,0
0,0,2,0,0,4,0,6,1,0
2,0,0,0,0,2,0,5,15,0
0,0,0,0,3,0,0,3,0,0
0,0,0,1,0,0,0,2,0,3
4,0,15,0,0,27,0,1,2,72
0,0,0,0,0,0,0,0,0,4
0,4,1,2,5,0,0,12,2,0
1,0,0,0,0,0,0,0,0,1
4,1,0,0,0,0,0,0,4,4
0,1,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,4
9,6,1,0,18,0,0,0,0,9
12,48,4,3,0,8,0,0,3,42
7,1,0,0,0,0,4,7,0,0
0,69,33,21,0,0,65,1,2,0
